timestamp,location_id,hour,is_weekend,weather,event,traffic_volume,average_speed,congestion_level
2026-01-23 09:00:00.872539,eastern_express_highway,9,False,Foggy,Accident,215,11.28,Critical
2026-01-23 09:00:00.872539,dadar_tt,9,False,Cloudy,None,104,17.18,High
2026-01-23 09:00:00.872539,saki_naka,9,False,Clear,Cricket Match,106,13.31,Critical
2026-01-23 09:00:00.872539,jvlr,9,False,Clear,None,97,21.71,High
2026-01-23 09:00:00.872539,colaba_causeway,9,False,Clear,VIP Movement,136,5.0,Critical
2026-01-23 09:00:00.872539,link_road,9,False,Rainy,None,96,18.18,High
2026-01-23 10:00:00.872539,bandra_worli_sea_link,10,False,Foggy,None,114,16.13,High
2026-01-23 10:00:00.872539,western_express_highway,10,False,Cloudy,Festival,118,10.09,Critical
2026-01-23 10:00:00.872539,eastern_express_highway,10,False,Cloudy,Accident,218,6.92,Critical
2026-01-23 10:00:00.872539,dadar_tt,10,False,Foggy,None,129,10.61,Critical
2026-01-23 10:00:00.872539,saki_naka,10,False,Rainy,None,97,19.54,High
2026-01-23 10:00:00.872539,jvlr,10,False,Rainy,VIP Movement,208,5.0,Critical
2026-01-23 10:00:00.872539,colaba_causeway,10,False,Foggy,None,104,21.51,High
2026-01-23 10:00:00.872539,link_road,10,False,Cloudy,None,107,17.63,High
2026-01-23 11:00:00.872539,bandra_worli_sea_link,11,False,Clear,None,98,23.88,High
2026-01-23 11:00:00.872539,western_express_highway,11,False,Rainy,None,132,5.0,Critical
2026-01-23 11:00:00.872539,eastern_express_highway,11,False,Rainy,None,157,5.0,Critical
2026-01-23 11:00:00.872539,dadar_tt,11,False,Cloudy,None,101,19.56,High
2026-01-23 11:00:00.872539,saki_naka,11,False,Cloudy,None,88,27.65,High
2026-01-23 11:00:00.872539,jvlr,11,False,Clear,None,71,36.94,Medium
2026-01-23 11:00:00.872539,colaba_causeway,11,False,Foggy,None,118,13.85,Critical
2026-01-23 11:00:00.872539,link_road,11,False,Cloudy,None,113,12.27,Critical
2026-01-23 12:00:00.872539,bandra_worli_sea_link,12,False,Rainy,None,62,32.65,Medium
2026-01-23 12:00:00.872539,western_express_highway,12,False,Rainy,Accident,91,22.61,High
2026-01-23 12:00:00.872539,eastern_express_highway,12,False,Rainy,None,57,38.3,Medium
2026-01-23 12:00:00.872539,dadar_tt,12,False,Foggy,None,51,36.68,Medium
2026-01-23 12:00:00.872539,saki_naka,12,False,Cloudy,None,47,40.41,Medium
2026-01-23 12:00:00.872539,jvlr,12,False,Foggy,None,46,44.3,Medium
2026-01-23 12:00:00.872539,colaba_causeway,12,False,Cloudy,None,33,48.98,Low
2026-01-23 12:00:00.872539,link_road,12,False,Rainy,None,55,36.13,Medium
2026-01-23 13:00:00.872539,bandra_worli_sea_link,13,False,Rainy,Cricket Match,78,27.45,High
2026-01-23 13:00:00.872539,western_express_highway,13,False,Rainy,VIP Movement,74,30.0,High
2026-01-23 13:00:00.872539,eastern_express_highway,13,False,Foggy,VIP Movement,80,27.47,High
2026-01-23 13:00:00.872539,dadar_tt,13,False,Clear,None,29,46.2,Low
2026-01-23 13:00:00.872539,saki_naka,13,False,Cloudy,None,28,49.94,Low
2026-01-23 13:00:00.872539,jvlr,13,False,Cloudy,VIP Movement,54,35.79,Medium
2026-01-23 13:00:00.872539,colaba_causeway,13,False,Foggy,None,53,34.69,Medium
2026-01-23 13:00:00.872539,link_road,13,False,Rainy,None,31,44.62,Medium
2026-01-23 14:00:00.872539,bandra_worli_sea_link,14,False,Foggy,None,51,44.29,Medium
2026-01-23 14:00:00.872539,western_express_highway,14,False,Cloudy,None,36,44.48,Medium
2026-01-23 14:00:00.872539,eastern_express_highway,14,False,Rainy,None,52,39.36,Medium
2026-01-23 14:00:00.872539,dadar_tt,14,False,Rainy,None,41,39.63,Medium
2026-01-23 14:00:00.872539,saki_naka,14,False,Foggy,None,40,41.0,Medium
2026-01-23 14:00:00.872539,jvlr,14,False,Clear,None,41,45.67,Low
2026-01-23 14:00:00.872539,colaba_causeway,14,False,Foggy,None,31,48.91,Low
2026-01-23 14:00:00.872539,link_road,14,False,Cloudy,Cricket Match,61,37.45,Medium
2026-01-23 15:00:00.872539,bandra_worli_sea_link,15,False,Cloudy,Accident,100,20.47,High
2026-01-23 15:00:00.872539,western_express_highway,15,False,Rainy,None,40,47.06,Low
2026-01-23 15:00:00.872539,eastern_express_highway,15,False,Foggy,None,53,37.54,Medium
2026-01-23 15:00:00.872539,dadar_tt,15,False,Clear,None,44,41.36,Medium
2026-01-23 15:00:00.872539,saki_naka,15,False,Cloudy,Festival,30,44.62,Medium
2026-01-23 15:00:00.872539,jvlr,15,False,Rainy,Festival,83,24.98,High
2026-01-23 15:00:00.872539,colaba_causeway,15,False,Clear,None,46,40.32,Medium
2026-01-23 15:00:00.872539,link_road,15,False,Clear,None,25,50.47,Low
2026-01-23 16:00:00.872539,bandra_worli_sea_link,16,False,Rainy,None,45,44.97,Medium
2026-01-23 16:00:00.872539,western_express_highway,16,False,Rainy,None,57,41.35,Medium
2026-01-23 16:00:00.872539,eastern_express_highway,16,False,Cloudy,None,46,43.21,Medium
2026-01-23 16:00:00.872539,dadar_tt,16,False,Rainy,None,57,35.78,Medium
2026-01-23 16:00:00.872539,saki_naka,16,False,Foggy,None,53,41.44,Medium
2026-01-23 16:00:00.872539,jvlr,16,False,Clear,None,38,43.87,Medium
2026-01-23 16:00:00.872539,colaba_causeway,16,False,Cloudy,None,43,43.51,Medium
2026-01-23 16:00:00.872539,link_road,16,False,Cloudy,None,44,51.45,Low
2026-01-23 17:00:00.872539,bandra_worli_sea_link,17,False,Rainy,None,31,53.63,Low
2026-01-23 17:00:00.872539,western_express_highway,17,False,Cloudy,None,35,40.83,Medium
2026-01-23 17:00:00.872539,eastern_express_highway,17,False,Rainy,None,59,31.65,Medium
2026-01-23 17:00:00.872539,dadar_tt,17,False,Rainy,None,27,53.2,Low
2026-01-23 17:00:00.872539,saki_naka,17,False,Cloudy,None,45,46.74,Low
2026-01-23 17:00:00.872539,jvlr,17,False,Clear,Accident,52,41.82,Medium
2026-01-23 17:00:00.872539,colaba_causeway,17,False,Clear,None,29,48.93,Low
2026-01-23 17:00:00.872539,link_road,17,False,Cloudy,VIP Movement,49,37.7,Medium
2026-01-23 18:00:00.872539,bandra_worli_sea_link,18,False,Clear,None,94,23.64,High
2026-01-23 18:00:00.872539,western_express_highway,18,False,Foggy,VIP Movement,127,5.22,Critical
2026-01-23 18:00:00.872539,eastern_express_highway,18,False,Rainy,None,148,7.09,Critical
2026-01-23 18:00:00.872539,dadar_tt,18,False,Clear,None,90,26.16,High
2026-01-23 18:00:00.872539,saki_naka,18,False,Rainy,None,88,22.93,High
2026-01-23 18:00:00.872539,jvlr,18,False,Foggy,None,99,17.08,High
2026-01-23 18:00:00.872539,colaba_causeway,18,False,Foggy,None,95,20.33,High
2026-01-23 18:00:00.872539,link_road,18,False,Foggy,None,80,29.05,High
2026-01-23 19:00:00.872539,bandra_worli_sea_link,19,False,Cloudy,None,77,27.04,High
2026-01-23 19:00:00.872539,western_express_highway,19,False,Clear,Cricket Match,124,14.72,Critical
2026-01-23 19:00:00.872539,eastern_express_highway,19,False,Clear,None,94,21.75,High
2026-01-23 19:00:00.872539,dadar_tt,19,False,Cloudy,None,98,23.47,High
2026-01-23 19:00:00.872539,saki_naka,19,False,Cloudy,None,81,31.97,Medium
2026-01-23 19:00:00.872539,jvlr,19,False,Rainy,None,137,5.0,Critical
2026-01-23 19:00:00.872539,colaba_causeway,19,False,Cloudy,None,120,14.2,Critical
2026-01-23 19:00:00.872539,link_road,19,False,Clear,None,121,16.4,High
2026-01-23 20:00:00.872539,bandra_worli_sea_link,20,False,Foggy,None,105,16.31,High
2026-01-23 20:00:00.872539,western_express_highway,20,False,Rainy,None,96,15.78,High
2026-01-23 20:00:00.872539,eastern_express_highway,20,False,Rainy,None,114,14.3,Critical
2026-01-23 20:00:00.872539,dadar_tt,20,False,Cloudy,None,95,18.75,High
2026-01-23 20:00:00.872539,saki_naka,20,False,Clear,None,115,14.32,Critical
2026-01-23 20:00:00.872539,jvlr,20,False,Rainy,None,104,14.86,Critical
2026-01-23 20:00:00.872539,colaba_causeway,20,False,Rainy,Festival,187,7.62,Critical
2026-01-23 20:00:00.872539,link_road,20,False,Clear,None,76,31.71,Medium
2026-01-23 21:00:00.872539,bandra_worli_sea_link,21,False,Cloudy,None,100,17.92,High
2026-01-23 21:00:00.872539,western_express_highway,21,False,Foggy,None,97,21.3,High
2026-01-23 21:00:00.872539,eastern_express_highway,21,False,Foggy,None,100,16.07,High
2026-01-23 21:00:00.872539,dadar_tt,21,False,Cloudy,None,95,20.69,High
2026-01-23 21:00:00.872539,saki_naka,21,False,Foggy,None,81,26.62,High
2026-01-23 21:00:00.872539,jvlr,21,False,Rainy,None,130,10.81,Critical
2026-01-23 21:00:00.872539,colaba_causeway,21,False,Cloudy,None,110,18.37,High
2026-01-23 21:00:00.872539,link_road,21,False,Cloudy,None,97,21.09,High
2026-01-23 22:00:00.872539,bandra_worli_sea_link,22,False,Foggy,None,29,53.38,Low
2026-01-23 22:00:00.872539,western_express_highway,22,False,Foggy,None,41,40.88,Medium
2026-01-23 22:00:00.872539,eastern_express_highway,22,False,Cloudy,None,28,46.94,Low
2026-01-23 22:00:00.872539,dadar_tt,22,False,Cloudy,None,21,50.75,Low
2026-01-23 22:00:00.872539,saki_naka,22,False,Rainy,None,37,46.05,Low
2026-01-23 22:00:00.872539,jvlr,22,False,Cloudy,None,35,43.83,Medium
2026-01-23 22:00:00.872539,colaba_causeway,22,False,Cloudy,None,27,43.22,Medium
2026-01-23 22:00:00.872539,link_road,22,False,Cloudy,None,47,41.85,Medium
2026-01-23 23:00:00.872539,bandra_worli_sea_link,23,False,Foggy,None,44,39.85,Medium
2026-01-23 23:00:00.872539,western_express_highway,23,False,Cloudy,None,33,50.23,Low
2026-01-23 23:00:00.872539,eastern_express_highway,23,False,Rainy,None,41,47.04,Low
2026-01-23 23:00:00.872539,dadar_tt,23,False,Foggy,None,48,37.49,Medium
2026-01-23 23:00:00.872539,saki_naka,23,False,Rainy,Accident,78,25.97,High
2026-01-23 23:00:00.872539,jvlr,23,False,Clear,None,47,39.02,Medium
2026-01-23 23:00:00.872539,colaba_causeway,23,False,Foggy,Festival,49,41.9,Medium
2026-01-23 23:00:00.872539,link_road,23,False,Rainy,None,59,38.91,Medium
2026-01-24 00:00:00.872539,bandra_worli_sea_link,0,True,Foggy,None,19,52.85,Low
2026-01-24 00:00:00.872539,western_express_highway,0,True,Rainy,None,30,48.16,Low
2026-01-24 00:00:00.872539,eastern_express_highway,0,True,Clear,Accident,39,46.03,Low
2026-01-24 00:00:00.872539,dadar_tt,0,True,Cloudy,Accident,36,46.95,Low
2026-01-24 00:00:00.872539,saki_naka,0,True,Cloudy,None,31,42.82,Medium
2026-01-24 00:00:00.872539,jvlr,0,True,Cloudy,None,28,50.98,Low
2026-01-24 00:00:00.872539,colaba_causeway,0,True,Rainy,Cricket Match,39,45.68,Low
2026-01-24 00:00:00.872539,link_road,0,True,Foggy,None,23,50.91,Low
2026-01-24 01:00:00.872539,bandra_worli_sea_link,1,True,Clear,None,25,49.09,Low
2026-01-24 01:00:00.872539,western_express_highway,1,True,Cloudy,None,28,47.22,Low
2026-01-24 01:00:00.872539,eastern_express_highway,1,True,Rainy,None,22,50.39,Low
2026-01-24 01:00:00.872539,dadar_tt,1,True,Foggy,None,30,48.04,Low
2026-01-24 01:00:00.872539,saki_naka,1,True,Rainy,None,29,50.71,Low
2026-01-24 01:00:00.872539,jvlr,1,True,Cloudy,Accident,68,36.76,Medium
2026-01-24 01:00:00.872539,colaba_causeway,1,True,Foggy,None,32,50.31,Low
2026-01-24 01:00:00.872539,link_road,1,True,Clear,Cricket Match,45,46.82,Low
2026-01-24 02:00:00.872539,bandra_worli_sea_link,2,True,Foggy,None,28,51.71,Low
2026-01-24 02:00:00.872539,western_express_highway,2,True,Clear,None,14,50.06,Low
2026-01-24 02:00:00.872539,eastern_express_highway,2,True,Cloudy,None,30,44.66,Medium
2026-01-24 02:00:00.872539,dadar_tt,2,True,Rainy,None,21,48.5,Low
2026-01-24 02:00:00.872539,saki_naka,2,True,Rainy,None,38,46.84,Low
2026-01-24 02:00:00.872539,jvlr,2,True,Foggy,None,31,42.18,Medium
2026-01-24 02:00:00.872539,colaba_causeway,2,True,Cloudy,None,33,46.89,Low
2026-01-24 02:00:00.872539,link_road,2,True,Foggy,None,17,52.53,Low
2026-01-24 03:00:00.872539,bandra_worli_sea_link,3,True,Foggy,Cricket Match,43,46.39,Low
2026-01-24 03:00:00.872539,western_express_highway,3,True,Cloudy,None,25,47.89,Low
2026-01-24 03:00:00.872539,eastern_express_highway,3,True,Cloudy,None,26,48.85,Low
2026-01-24 03:00:00.872539,dadar_tt,3,True,Rainy,None,32,46.13,Low
2026-01-24 03:00:00.872539,saki_naka,3,True,Foggy,None,30,48.43,Low
2026-01-24 03:00:00.872539,jvlr,3,True,Rainy,None,39,42.62,Medium
2026-01-24 03:00:00.872539,colaba_causeway,3,True,Clear,None,28,46.95,Low
2026-01-24 03:00:00.872539,link_road,3,True,Clear,None,26,49.62,Low
2026-01-24 04:00:00.872539,bandra_worli_sea_link,4,True,Clear,None,32,42.77,Medium
2026-01-24 04:00:00.872539,western_express_highway,4,True,Rainy,None,20,50.5,Low
2026-01-24 04:00:00.872539,eastern_express_highway,4,True,Clear,None,31,47.07,Low
2026-01-24 04:00:00.872539,dadar_tt,4,True,Foggy,None,27,49.14,Low
2026-01-24 04:00:00.872539,saki_naka,4,True,Clear,None,20,54.44,Low
2026-01-24 04:00:00.872539,jvlr,4,True,Cloudy,None,21,49.64,Low
2026-01-24 04:00:00.872539,colaba_causeway,4,True,Cloudy,Accident,60,33.21,Medium
2026-01-24 04:00:00.872539,link_road,4,True,Rainy,None,22,53.05,Low
2026-01-24 05:00:00.872539,bandra_worli_sea_link,5,True,Rainy,None,21,51.66,Low
2026-01-24 05:00:00.872539,western_express_highway,5,True,Foggy,None,18,53.71,Low
2026-01-24 05:00:00.872539,eastern_express_highway,5,True,Clear,Festival,29,49.36,Low
2026-01-24 05:00:00.872539,dadar_tt,5,True,Cloudy,None,25,51.43,Low
2026-01-24 05:00:00.872539,saki_naka,5,True,Clear,None,16,51.14,Low
2026-01-24 05:00:00.872539,jvlr,5,True,Foggy,None,27,53.44,Low
2026-01-24 05:00:00.872539,colaba_causeway,5,True,Cloudy,None,30,53.13,Low
2026-01-24 05:00:00.872539,link_road,5,True,Clear,None,32,48.66,Low
2026-01-24 06:00:00.872539,bandra_worli_sea_link,6,True,Cloudy,None,32,50.5,Low
2026-01-24 06:00:00.872539,western_express_highway,6,True,Foggy,None,29,50.48,Low
2026-01-24 06:00:00.872539,eastern_express_highway,6,True,Clear,None,32,47.82,Low
2026-01-24 06:00:00.872539,dadar_tt,6,True,Foggy,None,35,47.1,Low
2026-01-24 06:00:00.872539,saki_naka,6,True,Cloudy,None,21,54.3,Low
2026-01-24 06:00:00.872539,jvlr,6,True,Rainy,VIP Movement,57,34.12,Medium
2026-01-24 06:00:00.872539,colaba_causeway,6,True,Clear,None,28,47.38,Low
2026-01-24 06:00:00.872539,link_road,6,True,Clear,None,28,49.48,Low
2026-01-24 07:00:00.872539,bandra_worli_sea_link,7,True,Foggy,None,23,51.75,Low
2026-01-24 07:00:00.872539,western_express_highway,7,True,Cloudy,None,33,45.38,Low
2026-01-24 07:00:00.872539,eastern_express_highway,7,True,Cloudy,VIP Movement,43,42.49,Medium
2026-01-24 07:00:00.872539,dadar_tt,7,True,Clear,None,23,45.94,Low
2026-01-24 07:00:00.872539,saki_naka,7,True,Foggy,None,20,46.85,Low
2026-01-24 07:00:00.872539,jvlr,7,True,Rainy,None,19,55.26,Low
2026-01-24 07:00:00.872539,colaba_causeway,7,True,Foggy,None,34,41.41,Medium
2026-01-24 07:00:00.872539,link_road,7,True,Clear,None,33,47.72,Low
2026-01-24 08:00:00.872539,bandra_worli_sea_link,8,True,Foggy,None,19,51.08,Low
2026-01-24 08:00:00.872539,western_express_highway,8,True,Rainy,VIP Movement,65,30.16,Medium
2026-01-24 08:00:00.872539,eastern_express_highway,8,True,Cloudy,None,29,54.15,Low
2026-01-24 08:00:00.872539,dadar_tt,8,True,Rainy,None,26,51.18,Low
2026-01-24 08:00:00.872539,saki_naka,8,True,Foggy,VIP Movement,27,49.54,Low
2026-01-24 08:00:00.872539,jvlr,8,True,Foggy,None,18,53.61,Low
2026-01-24 08:00:00.872539,colaba_causeway,8,True,Foggy,VIP Movement,26,46.75,Low
2026-01-24 08:00:00.872539,link_road,8,True,Rainy,None,30,52.88,Low
2026-01-24 09:00:00.872539,bandra_worli_sea_link,9,True,Foggy,None,81,26.54,High
2026-01-24 09:00:00.872539,western_express_highway,9,True,Cloudy,Cricket Match,96,19.64,High
2026-01-24 09:00:00.872539,eastern_express_highway,9,True,Rainy,Cricket Match,150,8.0,Critical
2026-01-24 09:00:00.872539,dadar_tt,9,True,Clear,None,72,34.59,Medium
2026-01-24 09:00:00.872539,saki_naka,9,True,Clear,None,75,32.24,Medium
2026-01-24 09:00:00.872539,jvlr,9,True,Rainy,None,80,28.27,High
2026-01-24 09:00:00.872539,colaba_causeway,9,True,Rainy,None,77,26.78,High
2026-01-24 09:00:00.872539,link_road,9,True,Cloudy,None,51,39.28,Medium
2026-01-24 10:00:00.872539,bandra_worli_sea_link,10,True,Rainy,None,102,18.55,High
2026-01-24 10:00:00.872539,western_express_highway,10,True,Clear,Accident,125,5.0,Critical
2026-01-24 10:00:00.872539,eastern_express_highway,10,True,Rainy,VIP Movement,141,5.96,Critical
2026-01-24 10:00:00.872539,dadar_tt,10,True,Clear,Accident,145,5.0,Critical
2026-01-24 10:00:00.872539,saki_naka,10,True,Cloudy,None,72,24.23,High
2026-01-24 10:00:00.872539,jvlr,10,True,Foggy,Accident,178,10.11,Critical
2026-01-24 10:00:00.872539,colaba_causeway,10,True,Cloudy,Festival,77,27.09,High
2026-01-24 10:00:00.872539,link_road,10,True,Foggy,None,74,31.81,Medium
2026-01-24 11:00:00.872539,bandra_worli_sea_link,11,True,Rainy,None,89,23.79,High
2026-01-24 11:00:00.872539,western_express_highway,11,True,Rainy,Cricket Match,154,7.2,Critical
2026-01-24 11:00:00.872539,eastern_express_highway,11,True,Cloudy,None,70,30.76,Medium
2026-01-24 11:00:00.872539,dadar_tt,11,True,Cloudy,None,73,32.2,Medium
2026-01-24 11:00:00.872539,saki_naka,11,True,Rainy,Accident,167,5.0,Critical
2026-01-24 11:00:00.872539,jvlr,11,True,Foggy,None,63,32.75,Medium
2026-01-24 11:00:00.872539,colaba_causeway,11,True,Clear,None,58,33.85,Medium
2026-01-24 11:00:00.872539,link_road,11,True,Rainy,Accident,125,11.5,Critical
2026-01-24 12:00:00.872539,bandra_worli_sea_link,12,True,Clear,Festival,46,39.08,Medium
2026-01-24 12:00:00.872539,western_express_highway,12,True,Foggy,None,19,53.04,Low
2026-01-24 12:00:00.872539,eastern_express_highway,12,True,Clear,None,20,51.1,Low
2026-01-24 12:00:00.872539,dadar_tt,12,True,Clear,Accident,51,38.86,Medium
2026-01-24 12:00:00.872539,saki_naka,12,True,Foggy,None,32,47.66,Low
2026-01-24 12:00:00.872539,jvlr,12,True,Clear,Festival,24,44.71,Medium
2026-01-24 12:00:00.872539,colaba_causeway,12,True,Cloudy,None,28,51.99,Low
2026-01-24 12:00:00.872539,link_road,12,True,Cloudy,None,18,51.64,Low
2026-01-24 13:00:00.872539,bandra_worli_sea_link,13,True,Cloudy,Festival,48,33.74,Medium
2026-01-24 13:00:00.872539,western_express_highway,13,True,Rainy,None,27,48.68,Low
2026-01-24 13:00:00.872539,eastern_express_highway,13,True,Cloudy,Cricket Match,45,39.28,Medium
2026-01-24 13:00:00.872539,dadar_tt,13,True,Cloudy,VIP Movement,49,40.34,Medium
2026-01-24 13:00:00.872539,saki_naka,13,True,Rainy,Accident,52,35.66,Medium
2026-01-24 13:00:00.872539,jvlr,13,True,Cloudy,Cricket Match,28,51.7,Low
2026-01-24 13:00:00.872539,colaba_causeway,13,True,Rainy,None,28,50.03,Low
2026-01-24 13:00:00.872539,link_road,13,True,Foggy,None,23,49.92,Low
2026-01-24 14:00:00.872539,bandra_worli_sea_link,14,True,Rainy,None,20,55.25,Low
2026-01-24 14:00:00.872539,western_express_highway,14,True,Clear,None,18,54.75,Low
2026-01-24 14:00:00.872539,eastern_express_highway,14,True,Cloudy,None,21,47.28,Low
2026-01-24 14:00:00.872539,dadar_tt,14,True,Foggy,None,35,47.69,Low
2026-01-24 14:00:00.872539,saki_naka,14,True,Rainy,None,37,38.67,Medium
2026-01-24 14:00:00.872539,jvlr,14,True,Rainy,None,31,47.39,Low
2026-01-24 14:00:00.872539,colaba_causeway,14,True,Cloudy,None,34,43.37,Medium
2026-01-24 14:00:00.872539,link_road,14,True,Clear,None,18,50.6,Low
2026-01-24 15:00:00.872539,bandra_worli_sea_link,15,True,Foggy,None,24,47.86,Low
2026-01-24 15:00:00.872539,western_express_highway,15,True,Rainy,Accident,41,39.05,Medium
2026-01-24 15:00:00.872539,eastern_express_highway,15,True,Cloudy,None,19,58.25,Low
2026-01-24 15:00:00.872539,dadar_tt,15,True,Cloudy,None,26,52.84,Low
2026-01-24 15:00:00.872539,saki_naka,15,True,Rainy,None,30,43.48,Medium
2026-01-24 15:00:00.872539,jvlr,15,True,Clear,Accident,32,48.22,Low
2026-01-24 15:00:00.872539,colaba_causeway,15,True,Cloudy,None,34,43.64,Medium
2026-01-24 15:00:00.872539,link_road,15,True,Cloudy,None,26,52.84,Low
2026-01-24 16:00:00.872539,bandra_worli_sea_link,16,True,Cloudy,None,14,54.95,Low
2026-01-24 16:00:00.872539,western_express_highway,16,True,Foggy,None,31,54.33,Low
2026-01-24 16:00:00.872539,eastern_express_highway,16,True,Cloudy,Accident,54,35.82,Medium
2026-01-24 16:00:00.872539,dadar_tt,16,True,Cloudy,None,27,45.9,Low
2026-01-24 16:00:00.872539,saki_naka,16,True,Foggy,Accident,44,41.55,Medium
2026-01-24 16:00:00.872539,jvlr,16,True,Foggy,VIP Movement,33,47.24,Low
2026-01-24 16:00:00.872539,colaba_causeway,16,True,Clear,None,19,58.25,Low
2026-01-24 16:00:00.872539,link_road,16,True,Rainy,None,31,50.47,Low
2026-01-24 17:00:00.872539,bandra_worli_sea_link,17,True,Cloudy,None,28,50.25,Low
2026-01-24 17:00:00.872539,western_express_highway,17,True,Rainy,None,30,45.34,Low
2026-01-24 17:00:00.872539,eastern_express_highway,17,True,Cloudy,None,32,45.77,Low
2026-01-24 17:00:00.872539,dadar_tt,17,True,Clear,None,27,47.11,Low
2026-01-24 17:00:00.872539,saki_naka,17,True,Foggy,None,25,44.82,Medium
2026-01-24 17:00:00.872539,jvlr,17,True,Rainy,Cricket Match,55,35.64,Medium
2026-01-24 17:00:00.872539,colaba_causeway,17,True,Cloudy,None,20,54.79,Low
2026-01-24 17:00:00.872539,link_road,17,True,Rainy,None,20,56.7,Low
2026-01-24 18:00:00.872539,bandra_worli_sea_link,18,True,Cloudy,None,61,30.05,Medium
2026-01-24 18:00:00.872539,western_express_highway,18,True,Foggy,Accident,161,5.0,Critical
2026-01-24 18:00:00.872539,eastern_express_highway,18,True,Rainy,Festival,128,11.0,Critical
2026-01-24 18:00:00.872539,dadar_tt,18,True,Rainy,None,60,32.81,Medium
2026-01-24 18:00:00.872539,saki_naka,18,True,Clear,None,89,21.53,High
2026-01-24 18:00:00.872539,jvlr,18,True,Clear,VIP Movement,77,33.97,Medium
2026-01-24 18:00:00.872539,colaba_causeway,18,True,Cloudy,None,68,33.92,Medium
2026-01-24 18:00:00.872539,link_road,18,True,Rainy,None,88,27.24,High
2026-01-24 19:00:00.872539,bandra_worli_sea_link,19,True,Cloudy,Cricket Match,97,25.16,High
2026-01-24 19:00:00.872539,western_express_highway,19,True,Foggy,VIP Movement,116,14.98,Critical
2026-01-24 19:00:00.872539,eastern_express_highway,19,True,Rainy,None,81,23.98,High
2026-01-24 19:00:00.872539,dadar_tt,19,True,Cloudy,None,52,36.41,Medium
2026-01-24 19:00:00.872539,saki_naka,19,True,Rainy,None,73,28.66,High
2026-01-24 19:00:00.872539,jvlr,19,True,Foggy,None,84,27.55,High
2026-01-24 19:00:00.872539,colaba_causeway,19,True,Clear,None,72,32.65,Medium
2026-01-24 19:00:00.872539,link_road,19,True,Rainy,None,66,38.97,Medium
2026-01-24 20:00:00.872539,bandra_worli_sea_link,20,True,Clear,None,66,27.62,High
2026-01-24 20:00:00.872539,western_express_highway,20,True,Foggy,None,64,35.65,Medium
2026-01-24 20:00:00.872539,eastern_express_highway,20,True,Foggy,VIP Movement,122,5.0,Critical
2026-01-24 20:00:00.872539,dadar_tt,20,True,Foggy,None,79,35.44,Medium
2026-01-24 20:00:00.872539,saki_naka,20,True,Foggy,None,59,38.3,Medium
2026-01-24 20:00:00.872539,jvlr,20,True,Rainy,None,111,16.49,High
2026-01-24 20:00:00.872539,colaba_causeway,20,True,Foggy,Accident,152,5.07,Critical
2026-01-24 20:00:00.872539,link_road,20,True,Rainy,None,73,26.11,High
2026-01-24 21:00:00.872539,bandra_worli_sea_link,21,True,Clear,VIP Movement,73,32.12,Medium
2026-01-24 21:00:00.872539,western_express_highway,21,True,Cloudy,None,86,23.12,High
2026-01-24 21:00:00.872539,eastern_express_highway,21,True,Cloudy,None,59,28.17,High
2026-01-24 21:00:00.872539,dadar_tt,21,True,Rainy,None,79,25.95,High
2026-01-24 21:00:00.872539,saki_naka,21,True,Cloudy,Festival,71,30.46,Medium
2026-01-24 21:00:00.872539,jvlr,21,True,Cloudy,None,67,31.29,Medium
2026-01-24 21:00:00.872539,colaba_causeway,21,True,Foggy,None,84,27.69,High
2026-01-24 21:00:00.872539,link_road,21,True,Rainy,Accident,143,5.0,Critical
2026-01-24 22:00:00.872539,bandra_worli_sea_link,22,True,Cloudy,None,23,49.86,Low
2026-01-24 22:00:00.872539,western_express_highway,22,True,Foggy,Festival,53,34.87,Medium
2026-01-24 22:00:00.872539,eastern_express_highway,22,True,Rainy,None,43,44.08,Medium
2026-01-24 22:00:00.872539,dadar_tt,22,True,Rainy,None,20,52.38,Low
2026-01-24 22:00:00.872539,saki_naka,22,True,Cloudy,Cricket Match,49,38.06,Medium
2026-01-24 22:00:00.872539,jvlr,22,True,Foggy,None,26,54.72,Low
2026-01-24 22:00:00.872539,colaba_causeway,22,True,Clear,None,21,52.9,Low
2026-01-24 22:00:00.872539,link_road,22,True,Clear,Festival,30,48.05,Low
2026-01-24 23:00:00.872539,bandra_worli_sea_link,23,True,Cloudy,None,27,51.31,Low
2026-01-24 23:00:00.872539,western_express_highway,23,True,Foggy,Festival,39,41.29,Medium
2026-01-24 23:00:00.872539,eastern_express_highway,23,True,Foggy,None,30,45.8,Low
2026-01-24 23:00:00.872539,dadar_tt,23,True,Foggy,None,35,44.34,Medium
2026-01-24 23:00:00.872539,saki_naka,23,True,Foggy,None,18,51.44,Low
2026-01-24 23:00:00.872539,jvlr,23,True,Cloudy,None,31,47.24,Low
2026-01-24 23:00:00.872539,colaba_causeway,23,True,Clear,None,27,47.59,Low
2026-01-24 23:00:00.872539,link_road,23,True,Cloudy,None,22,53.83,Low
2026-01-25 00:00:00.872539,bandra_worli_sea_link,0,True,Cloudy,VIP Movement,23,48.1,Low
2026-01-25 00:00:00.872539,western_express_highway,0,True,Clear,None,18,55.15,Low
2026-01-25 00:00:00.872539,eastern_express_highway,0,True,Rainy,None,37,44.04,Medium
2026-01-25 00:00:00.872539,dadar_tt,0,True,Foggy,None,30,51.65,Low
